item-name,item-description,listing-id,seller-sku,price,quantity,open-date,image-url,item-is-marketplace,product-id-type,zshop-shipping-fee,item-note,item-condition,zshop-category1,zshop-browse-path,zshop-storefront-feature,asin1,asin2,asin3,will-ship-internationally,expedited-shipping,zshop-boldface,product-id,bid-for-featured-placement,add-delete,pending-quantity,fulfillment-channel,merchant-shipping-group,status,maximum-retail-price
"Kaspersky Total Security 2020 Latest Version - 2 Users, 1 Year(Code emailed in 2 Hours - No CD)",,0615XZ99O73,KTS_2U_1Y_3m,950,0,2020-06-15 20:58:23 IST,,y,1,,,11,,,,B08B1S7DRN,,,,,,B08B1S7DRN,,,0,DEFAULT,Digital Delivery Prime,Inactive,3299
"Kaspersky Total Security Latest Version- 1 User, 1 Year (Code emailed in 2 Hours - No CD)",,0921XUVP51M,KZ-9PIE-YIJR,474,0,2020-09-21 20:40:52 IST,,y,1,,,11,,,,B073VKKNN9,,,,,,B073VKKNN9,,,0,DEFAULT,Digital Delivery Prime,Inactive,999
"Microsoft Office 365 Personal for 1 Windows/Mac- 1 User, 1 Year (Email Delivery in 2 hours - No CD)",,0307U76TAM4,MS 365 1U 1Y DC,3499,0,2018-03-07 12:24:30 IST,,y,1,,,11,,,,B07B8RC4KV,,,,,,B07B8RC4KV,,,0,DEFAULT,Digital Delivery,Inactive,4199
"Microsoft Office 365 Home for 6 people (PCs/Macs, Tablets, Phones )for 12 month/1 Year - (Email Delivery in 2 hours - No CD)","Want to install Office 365 Home for yourself on another device? You don't need to share your Office 365 Home subscription with yourself to install it on another device. Visit: office.com/myaccount on the computer you want to install on, and choose Install Office. For mobile devices, download the Office mobile apps from your app store and sign in. You can install Office on all your devices and be signed in to five devices at the same time. How to share your Office 365 Home subscription benefit with others? You can share your subscription with up to five other people. Those people can be anyone?within your family or outside of it. Visit:office.com/myaccount . Sign in with the same Microsoft account that you used to set up your Office 365 Home subscription. Click on Share Office. On the Share Office pop up,choose one: Invite via email: Enter their email and select Invite. The email you use to invite them should also be the email they use for their shared Office 365 subscription. Invite via link: Select the Copy button to send the link via email, text, or other message to the person you want to share with. When they click the link and sign in with their Microsoft account, they'll be added to your subscription. If you want to share with more than one person,create a separate link for each person. For more details on adding users visit: support.office.com/en-us/article/share-your-office-365-home-subscription-with-up-to-four-people-b389b9ce-3ae3-4a82-9017-39d79972fcba",0307U76RDLY,MS 365 5U 1Y DC,4699,0,2018-03-07 12:22:25 IST,,y,1,,,11,,,,B07B8SBRYC,,,,,,B07B8SBRYC,,,0,DEFAULT,Digital Delivery,Inactive,5299
Microsoft Office Home and Student 2016 for 1 Windows - Lifetime License (Email Delivery in 2 hours - No CD),,0307U76NJ44,MS HS 1U DC,6999,0,2018-03-07 12:20:00 IST,,y,1,,,11,,,,B07B8RBY6S,,,,,,B07B8RBY6S,,,0,DEFAULT,Digital Delivery,Inactive,9000
"Microsoft Office Home and Student 2019, One-time purchase - Lifetime Validity, 1 person, 1 PC or Mac (Email Delivery in 2 Hours - No CD)",,0416V4ZJN9O,MS_HS_2019ver,6899,0,2019-04-16 17:35:40 IST,,y,1,,,11,,,,B07NNNBMWG,,,,,,B07NNNBMWG,,,0,DEFAULT,Digital Delivery,Inactive,8799
"NPAV Net Protector Anti-Virus Pro 2020 - 1 PC, 1 Year (Email Delivery in 2 Hours- No CD)",,0430UV558IL,NPAV_EM_AV_1U_1Y,370,0,2018-04-30 20:12:35 IST,,y,1,,,11,,,,B07C7YTHYD,,,,,,B07C7YTHYD,,,0,DEFAULT,Digital Delivery Prime,Inactive,799
"Net Protector Total Internet Security and PC Protection 2017 - 1 PC, 1 Year (Email Delivery in 2 Hours - No CD)",,0811UBWA1SL,NPAV_TS2017_EM_1U_1Y,560,0,2018-08-11 11:42:21 IST,,y,1,,,11,,,,B07GB8STR5,,,,,,B07GB8STR5,,,0,DEFAULT,Digital Delivery Prime,Inactive,1400
"NPAV Net Protector 2020 Total Security Gold Edition - 1 PC, 1 Year (Email Delivery - No CD)",,0511XHSAG15,NPAV_TS2_EM_1U_1Y,500,0,2020-05-11 18:33:28 IST,,y,1,,,11,,,,B0846J7XJ9,,,,,,B0846J7XJ9,,,0,DEFAULT,Digital Delivery Prime,Inactive,999
"NPAV Net Protector 2020 Total Security Gold Edition - 1 PC, 1 Year (Email Delivery - No CD)",,0921XULFRQS,NPAV_TS_EM3_1U_1Y,469,0,2020-09-21 18:30:38 IST,,y,1,,,11,,,,B0846J7XJ9,,,,,,B0846J7XJ9,,,0,DEFAULT,Digital Delivery Prime,Inactive,1299
"Net Protector NPAV Total Security 2020 - 1 PC, 1 Year (Email delivery)",,0430UV3ZDPZ,NPAV_TS_EM_1U_1Y,500,0,2018-04-30 16:45:06 IST,,y,1,,,11,,,,B07CMYRGMH,,,,,,B07CMYRGMH,,,0,DEFAULT,Digital Delivery Prime,Inactive,999
"NPAV Net Protector 2020 Total Security Gold Edition - 1 PC, 3 Years (Email Delivery in 2 Hours- No CD)",,0430U2TLQQ8,NPAV_TS_EM_1U_3Y,1145,0,2018-04-30 16:37:47 IST,,y,1,,,11,,,,B07CHMP7J1,,,,,,B07CHMP7J1,,,0,DEFAULT,Digital Delivery Prime,Inactive,1400
"Net Protector NPAV Total Security 2020 - 1 PC, 1 Year (Email delivery)",,0517VR5AFCC,NPAV_TS_EM_GOV_1U_1Y,500,0,2019-05-17 14:03:24 IST,,y,1,,,11,,,,B07CMYRGMH,,,,,,B07CMYRGMH,,,0,DEFAULT,Digital Delivery Prime,Inactive,999
"Net Protector NPAV Total Security 2020 - 1 PC, 1 Year (Email delivery)",,0711VVTITTF,NPAV_TS_GOV_1U_1Y_998314,480,0,2019-07-11 16:41:01 IST,,y,1,,,11,,,,B07CMYRGMH,,,,,,B07CMYRGMH,,,0,DEFAULT,Digital Delivery Prime,Inactive,999
"NPAV Net Protector 2018 TS Gold Edition - 1 PC, 3 Years (CD)",,0724UGF8GBO,NPAV_TS_PH_1U_3Y,1236,,2018-07-24 16:59:56 IST,,y,1,,,11,,,,B01GE7TFNK,,,,,,B01GE7TFNK,,,,AMAZON_IN,Exp 199 - Std 99,Inactive,1400
"BitDefender Total Security Latest Version (Windows) - 1 User, 1 Year (Activation Key Card)",,0516UDWKD8L,bit ts 1u 1y fba,500,,2018-05-16 18:06:19 IST,,y,1,,,11,,,,B06WW185NK,,,,,,B06WW185NK,,,,AMAZON_IN,Exp 199 - Std 99,Inactive,
"BitDefender Total Security Latest Version (Windows) - 1 User, 3 Years (Activation Key Card)",,1117U5R89WQ,bit ts 1u 3y fba,749,,2018-11-17 13:55:59 IST,,y,1,,,11,,,,B072841DS1,,,,,,B072841DS1,,,,AMAZON_IN,Exp 199 - Std 99,Inactive,2500
Huawei data card E8231,,0716QANOXV4,huawei8231,1900,,2016-07-16 17:59:34 IST,,y,1,,With Wifi Range Extender!,11,,,,B00I07U3LG,,,,,,B00I07U3LG,,,,AMAZON_IN,Exp 199 - Std 99,Inactive,
Xbox Live 12 Months GOLD Subscription [video game],,1012UZMUXAP,live_cards_fba,3625,,2018-10-12 12:28:40 IST,,y,1,,,11,,,,B019XUBA7O,,,,,,B019XUBA7O,,,,AMAZON_IN,Exp 199 - Std 99,Inactive,3999
Xbox Live 12 Months GOLD Subscription [video game],,0606UA0R3OV,xbox_live_card_12m,3550,0,2018-06-06 11:52:43 IST,,y,1,,,11,,,,B019XUBA7O,,,,,,B019XUBA7O,,,0,DEFAULT,99,Inactive,3999
