item-name,item-description,listing-id,seller-sku,price,quantity,open-date,image-url,item-is-marketplace,product-id-type,zshop-shipping-fee,item-note,item-condition,zshop-category1,zshop-browse-path,zshop-storefront-feature,asin1,asin2,asin3,will-ship-internationally,expedited-shipping,zshop-boldface,product-id,bid-for-featured-placement,add-delete,pending-quantity,fulfillment-channel,merchant-shipping-group,status,maximum-retail-price
"BitDefender Total Security Latest Version with Ransomware Protection (Windows / Mac / Android / iOS) - 3 User, 1 Year (Email Delivery in 2 hours - No CD)",,0102V1OCJIH,BD_Em_TS_1D_1Y (HSN 8523),500,0,2019-01-02 19:43:04 IST,,y,1,,,11,,,,B073VKTK9D,,,,,,B073VKTK9D,,,0,DEFAULT,Digital Delivery Prime,Inactive,2500
"BitDefender 1 User, 3 Years Total Security (Windows) Latest Version with Ransomware Protection - (Email Delivery in 2 hours - No CD)",,0404U1VXVYY,BD_Em_TS_1U_3Y,749,0,2018-04-04 19:34:33 IST,,y,1,,,11,,,,B073VLNGJW,,,,,,B073VLNGJW,,,0,DEFAULT,Digital Delivery,Inactive,3400
"BitDefender Total Security Latest Version with Ransomware Protection (Windows) - 3 User, 1 Year (Email Delivery in 2 hours - No CD)",,0404U1VWWLM,BD_Em_TS_3U_1Y,500,0,2018-04-04 19:34:19 IST,,y,1,,,11,,,,B073VMC9SB,,,,,,B073VMC9SB,,,0,DEFAULT,Digital Delivery Prime,Inactive,2500
"BitDefender Total Security Latest Version with Ransomware Protection (Windows) - 3 User, 1 Year (Email Delivery in 2 hours - No CD)",,0102V1Q74BV,BD_Em_TS_3U_1Y (HSN 8523),500,0,2019-01-02 20:48:14 IST,,y,1,,,11,,,,B073VMC9SB,,,,,,B073VMC9SB,,,0,DEFAULT,Digital Delivery,Inactive,2500
"ESET Business Security - 5 users, 1 year (Email Delivery in 2 hours- No CD)",,0513XOZFDGV,ESET_BIZSEC_5U_1Y,5000,0,2020-05-14 00:18:29 IST,,y,1,,,11,,,,B07BZ5SSM6,,,,,,B07BZ5SSM6,,,0,DEFAULT,Digital Delivery Prime,Inactive,10000
"Eset Smart Security Premium - 1 User, 3 Years (Email Delivery in 2 hours- No CD)",,1120XYMEZ3Y,ESET_SSP_1U_3Y,1000,0,2020-11-20 11:58:52 IST,,y,1,,,11,,,,B079KPFHC4,,,,,,B079KPFHC4,,,0,DEFAULT,Digital Delivery Prime,Inactive,2599
"Eset Multi Device Security - 5 Devices, 1 Year (Email Delivery in 2 Hours - No CD)",,0803XLNPSTE,ESET_SS_5U_1Y,1200,0,2020-08-03 20:21:17 IST,,y,1,,,11,,,,B07C7X6DXC,,,,,,B07C7X6DXC,,,0,DEFAULT,Digital Delivery Prime,Inactive,1999
"eScan Antivirus with Cloud Security - 1 User, 1 Year Version 14 (Latest) (Email Delivery in 2 Hours - No CD)",,1116U42PC32,ES_AVCS_1U_1Y,925,0,2018-11-16 20:18:32 IST,,y,1,,,11,,,,B07J5MR3VD,,,,,,B07J5MR3VD,,,0,DEFAULT,Digital Delivery Prime,Inactive,925
"eScan Antivirus with Cloud Security - 1 User, 3 Years Version 14 (Latest) (Email Delivery in 2 Hours - No CD)",,1116U40T5QT,ES_AVCS_1U_3Y,1850,0,2018-11-16 20:18:33 IST,,y,1,,,11,,,,B07J59TMS6,,,,,,B07J59TMS6,,,0,DEFAULT,Digital Delivery,Inactive,1850
"eScan Antivirus with Cloud Security - 2 Users, 3 Years Version 14 (Latest) (Email Delivery in 2 Hours - No CD)",,1118U7W2PKR,ES_AVCS_2U_3Y,2730,0,2018-11-18 15:47:27 IST,,y,1,,,11,,,,B07J59V6NT,,,,,,B07J59V6NT,,,0,DEFAULT,Digital Delivery,Inactive,2730
"eScan Antivirus with Cloud Security - 3 Users, 1 Year Version 14 (Latest) (Email Delivery in 2 Hours - No CD)",,1118U7XDMSQ,ES_AVCS_3U_1Y,1796,0,2018-11-18 15:47:25 IST,,y,1,,,11,,,,B07JVPMV4M,,,,,,B07JVPMV4M,,,0,DEFAULT,Digital Delivery,Inactive,1796
"eScan Antivirus with Cloud Security - 3 Users, 3 Years Version 14 (Latest) (Email Delivery in 2 Hours - No CD)",,1116U40HO0G,ES_AVCS_3U_3Y,3599,0,2018-11-16 20:18:40 IST,,y,1,,,11,,,,B07J5MN6TK,,,,,,B07J5MN6TK,,,0,DEFAULT,Digital Delivery Prime,Inactive,3599
"eScan Antivirus with Cloud Security - 5 Users, 3 Years Latest Version (Email Delivery in 2 Hours - No CD)",,1116U41H6AC,ES_AVCS_5U_3Y,5685,0,2018-11-16 20:18:44 IST,,y,1,,,11,,,,B07J4SXN2W,,,,,,B07J4SXN2W,,,0,DEFAULT,Digital Delivery Prime,Inactive,5685
"eScan Antivirus for Mac - 1 User, 1 Year (Email Delivery in 2 Hours - No CD)",,1118U7W022R,ES_AVMAC_1U_1Y,1500,0,2018-11-18 15:30:17 IST,,y,1,,,11,,,,B07J59TMRD,,,,,,B07J59TMRD,,,0,DEFAULT,Digital Delivery,Inactive,1677
"eScan Antivirus for Mac - 1 User, 3 Years (Email Delivery in 2 Hours - No CD)",,1118U7WOCVK,ES_AVMAC_1U_3Y,2798,0,2018-11-18 15:47:20 IST,,y,1,,,11,,,,B07J5M2CSH,,,,,,B07J5M2CSH,,,0,DEFAULT,Digital Delivery,Inactive,2798
"eScan Antivirus for Mac - 3 Users, 1 Year (Email Delivery in 2 Hours - No CD)",,1118U7WKBZS,ES_AVMAC_3U_1Y,2798,0,2018-11-18 15:47:19 IST,,y,1,,,11,,,,B07J5MTVJY,,,,,,B07J5MTVJY,,,0,DEFAULT,Digital Delivery,Inactive,2798
"eScan Antivirus for Mac - 3 Users, 3 Years (Email Delivery in 2 Hours - No CD)",,1118U7PSRU8,ES_AVMAC_3U_3Y,3917,0,2018-11-18 15:47:21 IST,,y,1,,,11,,,,B07JVPSSJM,,,,,,B07JVPSSJM,,,0,DEFAULT,Digital Delivery,Inactive,3917
"eScan Anti-Virus with Total Protection Version 11 - 1 PC, 3 Years (Email Delivery in 2 Hours - No CD)",,1116U41DM5O,ES_AV_11_1U_3Y,600,0,2018-11-16 20:18:35 IST,,y,1,,,11,,,,B07KCGQM75,,,,,,B07KCGQM75,,,0,DEFAULT,Digital Delivery Prime,Inactive,1190
"eScan Anti-Virus with Total Protection Version 11 - 4 PCs, 1 Year (Email Delivery in 2 Hours - No CD)",,1116U3W7IAG,ES_AV_11_4U_1Y,1300,0,2018-11-16 20:18:40 IST,,y,1,,,11,,,,B07KCKHXTC,,,,,,B07KCKHXTC,,,0,DEFAULT,Digital Delivery,Inactive,1300
"eScan Anti-virus with Total Protection Version 11 - 4 PCs, 3 Years (Email Delivery in 2 Hours - No CD)",,1116U41AHM4,ES_AV_11_4U_3Y,2600,0,2018-11-16 20:18:41 IST,,y,1,,,11,,,,B07KCJR5CC,,,,,,B07KCJR5CC,,,0,DEFAULT,Digital Delivery Prime,Inactive,2600
"eScan Anti-Virus with Total Protection Version 11 - 1 PC, 3 Years (Email Delivery in 2 Hours - No CD)",,0829U91FVDI,ES_AV_V11_1U_3Y,10000,0,2018-08-29 21:01:02 IST,,y,1,,,11,,,,B07FN8GL88,,,,,,B07FN8GL88,,,0,DEFAULT,Digital Delivery Prime,Inactive,10000
"eScan Anti-Virus with Total Protection Version 11 - 4 PCs, 1 Year (Email Delivery in 2 Hours - No CD)",,0829U90Y6NJ,ES_AV_V11_4U_1Y,10000,0,2018-08-29 20:59:32 IST,,y,1,,,11,,,,B07FN2JNL7,,,,,,B07FN2JNL7,,,0,DEFAULT,Digital Delivery,Inactive,10000
"eScan Anti-Virus with Total Protection Version 11 - 4 PCs, 3 Years (Email Delivery in 2 Hours - No CD)",,0829U91YYZV,ES_AV_V11_4U_3Y,10000,0,2018-08-29 20:59:34 IST,,y,1,,,11,,,,B07FNGLK3Y,,,,,,B07FNGLK3Y,,,0,DEFAULT,Digital Delivery,Inactive,10000
"eScan Internet Security Suite with Cloud Security - 1 User, 1 Year Version 14 (Latest) (Email Delivery in 2 Hours - No CD)",,1118U7WGY0T,ES_ISSCS_1U_1Y,1426,0,2018-11-18 15:47:27 IST,,y,1,,,11,,,,B07J5RR8R5,,,,,,B07J5RR8R5,,,0,DEFAULT,Digital Delivery Prime,Inactive,1426
"eScan Internet Security Suite Version 11 - 3 Users, 1 Year Latest Version (Email Delivery in 2 Hours - No CD)",,1118U7TYBBY,ES_ISSCS_3U_1Y,2595,0,2018-11-18 15:47:25 IST,,y,1,,,11,,,,B07J59TK41,,,,,,B07J59TK41,,,0,DEFAULT,Digital Delivery Prime,Inactive,2595
"eScan Internet Security Suite with Cloud Security - 5 Users, 1 Year Latest Version (Email Delivery in 2 Hours - No CD)",,1116U41Q9G7,ES_ISSCS_5U_1Y,4035,0,2018-11-16 20:18:45 IST,,y,1,,,11,,,,B07JVPM93Y,,,,,,B07JVPM93Y,,,0,DEFAULT,Digital Delivery,Inactive,4035
"eScan Internet Security Suite Version 11 - 1 PC, 3 Years (Email Delivery in 2 Hours - No CD)",,1116U40RHZ1,ES_ISS_11_1U_3Y,1550,0,2018-11-16 20:18:42 IST,,y,1,,,11,,,,B07KCFRHD4,,,,,,B07KCFRHD4,,,0,DEFAULT,Digital Delivery,Inactive,1550
"eScan Internet Security Suite Version 11 - 3 PCs, 1 Year (Email Delivery in 2 Hours - No CD)",,1116U41LD8P,ES_ISS_11_3U_1Y,1675,0,2018-11-16 20:18:44 IST,,y,1,,,11,,,,B07KCF6JH4,,,,,,B07KCF6JH4,,,0,DEFAULT,Digital Delivery,Inactive,1675
"eScan Internet Security Suite Version 11 - 4 PCs, 3 Years (Email Delivery in 2 Hours - No CD)",,1116U41L8SF,ES_ISS_11_4U_3Y,3500,0,2018-11-16 20:18:39 IST,,y,1,,,11,,,,B07KCGQM74,,,,,,B07KCGQM74,,,0,DEFAULT,Digital Delivery,Inactive,3950
"eScan Internet Security Suite Version 11 - 5 PCs, 1 Year (Email Delivery in 2 Hours - No CD)",,1116U3R15LN,ES_ISS_11_5U_1Y,2515,0,2018-11-16 20:18:45 IST,,y,1,,,11,,,,B07KCFDJYC,,,,,,B07KCFDJYC,,,0,DEFAULT,Digital Delivery,Inactive,2515
"eScan Internet Security Suite with Cloud Security - 1 User, 3 Years Version 14 (Latest) (Email Delivery in 2 Hours - No CD)",,1118U7V2MR4,ES_ISS_1U_3Y,2850,0,2018-11-18 15:47:29 IST,,y,1,,,11,,,,B07J4SVHZH,,,,,,B07J4SVHZH,,,0,DEFAULT,Digital Delivery Prime,Inactive,2850
"eScan Internet Security Suite with Cloud Security - 2 Users, 1 Year Version 14 (Latest) (Email Delivery in 2 Hours - No CD)",,1118U7XNZ8I,ES_ISS_2U_1Y,2000,0,2018-11-18 15:47:28 IST,,y,1,,,11,,,,B07J5RL4VN,,,,,,B07J5RL4VN,,,0,DEFAULT,Digital Delivery,Inactive,2000
"eScan Internet Security Suite with Cloud Security - 2 Users, 3 Years Version 14 (Latest) (Email Delivery in 2 Hours - No CD)",,1118U7UHXD4,ES_ISS_2U_3Y,3998,0,2018-11-18 15:47:31 IST,,y,1,,,11,,,,B07JVPWP13,,,,,,B07JVPWP13,,,0,DEFAULT,Digital Delivery,Inactive,3998
"eScan Internet Security Suite with Cloud Security - 3 Users, 3 Years Version 14 (Latest) (Email Delivery in 2 Hours - No CD)",,1118U7XQE5V,ES_ISS_3U_3Y,5190,0,2018-11-18 15:47:19 IST,,y,1,,,11,,,,B07J5MR3TR,,,,,,B07J5MR3TR,,,0,DEFAULT,Digital Delivery,Inactive,5190
"eScan Internet Security Suite with Cloud Security - 5 Users, 3 Years Version 14 (Latest) (Email Delivery in 2 Hours - No CD)",,1116U3ZETWY,ES_ISS_CS_5U_3Y,8070,0,2018-11-16 20:18:36 IST,,y,1,,,11,,,,B07J5MTS43,,,,,,B07J5MTS43,,,0,DEFAULT,Digital Delivery Prime,Inactive,8070
"eScan Internet Security Suite Version 11 - 1 PC, 1 Year (Email Delivery in 2 Hours - No CD)",,0829U92JJWY,ES_ISS_V11_1U_1Y,1500,0,2018-08-29 21:14:26 IST,,y,1,,,11,,,,B07FNGWMXJ,,,,,,B07FNGWMXJ,,,0,DEFAULT,Digital Delivery,Inactive,10000
"eScan Internet Security Suite Version 14 - 4 PCs, 1 Year (Email Delivery in 2 Hours - No CD)",,0829U935SD9,ES_ISS_V14_4U_1Y,10000,0,2018-08-29 20:59:30 IST,,y,1,,,11,,,,B07FN2M6N6,,,,,,B07FN2M6N6,,,0,DEFAULT,Digital Delivery,Inactive,10000
"eScan Internet Security Version 11 - 1 User, 3 Years (Email Delivery in 2 Hours - No CD)",,1116U3ZR0GS,ES_IS_V11_1U_3Y,1100,0,2018-11-16 20:18:34 IST,,y,1,,,11,,,,B07J5RF6GN,,,,,,B07J5RF6GN,,,0,DEFAULT,Digital Delivery Prime,Inactive,1150
"eScan Mobile Security for Android - 1 User, 1 Year Latest Version (Email Delivery in 2 Hours - No CD)",,1118U7RRMG6,ES_MSANDROID_1U_1Y,649,0,2018-11-18 15:47:23 IST,,y,1,,,11,,,,B07J4T1XBV,,,,,,B07J4T1XBV,,,0,DEFAULT,Digital Delivery,Inactive,649
"eScan Mobile Security for Android - 1 User, 3 Years Latest Version (Email Delivery in 2 Hours - No CD)",,1118U7W1EWO,ES_MSANDROID_1U_3Y,999,0,2018-11-18 15:47:24 IST,,y,1,,,11,,,,B07J5RL4VC,,,,,,B07J5RL4VC,,,0,DEFAULT,Digital Delivery Prime,Inactive,999
"eScan Total Security Suite with Cloud Security - 3 Users, 3 Years (Email Delivery in 2 Hours - No CD)",,1118U7WPSFO,ES_TSCS_3U_3Y,6950,0,2018-11-18 15:47:29 IST,,y,1,,,11,,,,B07J5MN6TB,,,,,,B07J5MN6TB,,,0,DEFAULT,Digital Delivery,Inactive,6950
"eScan Total Security Suite with Cloud Security - 1 User, 2 Years Latest Version (Email Delivery in 2 Hours - No CD)",,1118U7VXRF4,ES_TSSCS_1U_2Y,3080,0,2018-11-18 15:47:20 IST,,y,1,,,11,,,,B07J4T1XC8,,,,,,B07J4T1XC8,,,0,DEFAULT,Digital Delivery Prime,Inactive,3080
"eScan Total Security Suite with Cloud Security - 1 User, 3 Years (Email Delivery in 2 Hours - No CD)",,1116U44K8F1,ES_TSSCS_1U_3Y,3850,0,2018-11-16 20:18:38 IST,,y,1,,,11,,,,B07JVP48VC,,,,,,B07JVP48VC,,,0,DEFAULT,Digital Delivery Prime,Inactive,3850
"eScan Total Security Suite with Cloud Security - 2 Users, 3 Years (Email Delivery in 2 Hours - No CD)",,1116U424YOR,ES_TSSCS_2U_3Y,5400,0,2018-11-16 20:18:34 IST,,y,1,,,11,,,,B07J4SXS95,,,,,,B07J4SXS95,,,0,DEFAULT,Digital Delivery,Inactive,5400
"eScan Total Security Suite with Cloud Security - 3 Users, 1 Year (Email Delivery in 2 Hours - No CD)",,1118U7VOJ0E,ES_TSSCS_3U_1Y,3475,0,2018-11-18 15:47:26 IST,,y,1,,,11,,,,B07J5MR6TB,,,,,,B07J5MR6TB,,,0,DEFAULT,Digital Delivery Prime,Inactive,3475
"eScan Total Security Suite with Cloud Security - 5 Users, 1 Year (Email Delivery in 2 Hours - No CD)",,1116U41GP1M,ES_TSSCS_5U_1Y,5325,0,2018-11-16 20:18:37 IST,,y,1,,,11,,,,B07J4SXNQ3,,,,,,B07J4SXNQ3,,,0,DEFAULT,Digital Delivery,Inactive,5325
"eScan Total Security Suite with Cloud Security - 5 Users, 3 Years (Email Delivery in 2 Hours - No CD)",,1116U3ZU8JV,ES_TSSCS_5U_3Y,10650,0,2018-11-16 20:18:47 IST,,y,1,,,11,,,,B07J59TMSC,,,,,,B07J59TMSC,,,0,DEFAULT,Digital Delivery Prime,Inactive,10650
"eScan Universal Security Suite (Multi Device: Windows / Mac / iOS / Android / Linux) - 3 Devices, 1 Year (Email Delivery in 2 Hours - No CD)",,1118U7TWPGH,ES_USS_3D_1Y,3035,0,2018-11-18 15:47:22 IST,,y,1,,,11,,,,B07J5MTTLN,,,,,,B07J5MTTLN,,,0,DEFAULT,Digital Delivery Prime,Inactive,3035
"eScan Universal Security Suite (Multi Device: Windows / Mac / iOS / Android / Linux) - 3 Devices, 3 Years (Email Delivery in 2 Hours - No CD)",,1116U411HDO,ES_USS_3U_3Y,6070,0,2018-11-16 20:18:41 IST,,y,1,,,11,,,,B07J5RN8CT,,,,,,B07J5RN8CT,,,0,DEFAULT,Digital Delivery,Inactive,6070
"eScan Universal Security Suite (Multi Device: Windows / Mac / iOS / Android / Linux) - 5 Devices, 3 Years (Email Delivery in 2 Hours - No CD)",,1118U7W9PQM,ES_USS_5D_3Y,9360,0,2018-11-18 15:47:23 IST,,y,1,,,11,,,,B07J5MTVKQ,,,,,,B07J5MTVKQ,,,0,DEFAULT,Digital Delivery Prime,Inactive,9360
"eScan Universal Security Suite (Multi Device: Windows / Mac / iOS / Android / Linux) - 5 Devices, 1 Year (Email Delivery in 2 Hours - No CD)",,1116U40X9AI,ES_USS_5U_1Y,4680,0,2018-11-16 20:18:43 IST,,y,1,,,11,,,,B07J5MTMSL,,,,,,B07J5MTMSL,,,0,DEFAULT,Digital Delivery,Inactive,4680
"McAfee Antivirus - 1 User, 3 Years (Email Delivery in 2 hours- No CD)",,0728X4Q4NIW,Em_MF_AV2_1U_3Y,650,0,2020-07-28 13:18:00 IST,,y,1,,,11,,,,B07895T7B1,,,,,,B07895T7B1,,,0,DEFAULT,Digital Delivery,Inactive,999
"McAfee Internet Security (Windows / Mac / Android / iOS) - 1 User, 3 Years (Email Delivery in 2 hours- No CD)",,0728X4S0V9D,Em_MF_IS2_1U_3Y,1100,0,2020-07-28 13:19:28 IST,,y,1,,,11,,,,B073VJYG4T,,,,,,B073VJYG4T,,,0,DEFAULT,Digital Delivery,Inactive,1799
"McAfee Total Protection (Windows / Mac / Android / iOS) - 1 User, 3 Years (Email Delivery in 2 hours- No CD)",,1024XL55RUX,Em_MF_TP2_1U_3Y,1599,0,2020-10-24 12:17:46 IST,,y,1,,,11,,,,B073VLGMZ4,,,,,,B073VLGMZ4,,,0,DEFAULT,Digital Delivery Prime,Inactive,2999
"K7 Anti-Virus - 1 PC, 1 Year (Activation Key) (Email Delivery in 2 hours- No CD) [license]",,0513VL8RBOB,K7_EM_AV2_1U_1Y,250,0,2019-05-13 16:44:30 IST,,y,1,,,11,,,,B07MK9N9SK,,,,,,B07MK9N9SK,,,0,DEFAULT,Digital Delivery,Inactive,699
"K7 Antivirus Premium- 1 User, 1 Year (Email Delivery in 2 hours - No CD)",,0511XHWDENR,K7_EM_AV3_1U_1Y,600,0,2020-05-11 19:03:47 IST,,y,1,,,11,,,,B082L13F3H,,,,,,B082L13F3H,,,0,DEFAULT,Digital Delivery Prime,Inactive,699
"K7 Antivirus Premium- 1 User, 1 Year (Email Delivery in 2 hours - No CD)",,0417U00VKLA,K7_EM_AV_1U_1Y,609,0,2018-04-17 20:25:37 IST,,y,1,,,11,,,,B07C24N3MB,,,,,,B07C24N3MB,,,0,DEFAULT,Digital Delivery Prime,Inactive,699
"K7 Internet Security - 3 User (3 Keys), 1 Year (Email Delivery in 2 Hours - No CD)",,0320VUHSGTP,K7_EM_IS_3U_1Y,320,0,2019-03-20 18:46:04 IST,,y,1,,,11,,,,B07PQZJ6Y8,,,,,,B07PQZJ6Y8,,,0,DEFAULT,Digital Delivery,Inactive,2000
"K7 Total Security Latest Version - 3 PC's, 1 Year (Email Delivery in 2 hours - No CD)",,1116U42M4WX,K7_EM_TS2_3U_1Y,1970,0,2018-11-16 20:18:46 IST,,y,1,,,11,,,,B07KCDBL3Q,,,,,,B07KCDBL3Q,,,0,DEFAULT,Digital Delivery Prime,Inactive,3800
"K7 Total Security - 1 PC's, 1 Year (Email Delivery in 2 hours - No CD) [license]",,0627XWHQXCV,K7_EM_TS4_1U_1Y,425,0,2020-06-27 22:49:05 IST,,y,1,,,11,,,,B082KJW71H,,,,,,B082KJW71H,,,0,DEFAULT,Digital Delivery Prime,Inactive,1299
"K7 Total Security - 10 PC's, 1 Year- 1 Key for 10 devices (Email Delivery in 2 hours - No CD)",,0417U00VOXY,K7_EM_TS_10U_1Y,2100,0,2018-04-17 20:25:41 IST,,y,1,,,11,,,,B07CBWJRFV,,,,,,B07CBWJRFV,,,0,DEFAULT,Digital Delivery,Inactive,9999
K7 Total Security - 10 PC's 3 Years (Email Delivery in 2 hours - No CD),,0417U00VL1Y,K7_EM_TS_10U_3Y,8000,0,2018-04-17 20:25:38 IST,,y,1,,,11,,,,B07C24TYBF,,,,,,B07C24TYBF,,,0,DEFAULT,Digital Delivery,Inactive,19999
"K7 Total Security - 1 PC's, 1 Year (Email Delivery in 2 hours - No CD)",,0417U00VIKS,K7_EM_TS_1U_1Y,1130,0,2018-04-17 20:25:35 IST,,y,1,,,11,,,,B07CBWJSVS,,,,,,B07CBWJSVS,,,0,DEFAULT,Digital Delivery Prime,Inactive,1200
"K7 Total Security - 1 PC's, 3 Years (Email Delivery in 2 hours - No CD)",,0417U00VR3G,K7_EM_TS_1U_3Y,1970,0,2018-04-17 20:25:43 IST,,y,1,,,11,,,,B07CBWJHJZ,,,,,,B07CBWJHJZ,,,0,DEFAULT,Digital Delivery Prime,Inactive,2999
"K7 Total Security - 3 PC's, 1 Year (Email Delivery in 2 hours - No CD)",,0417U00VMTA,K7_EM_TS_3U_1Y,1200,0,2018-04-17 20:25:39 IST,,y,1,,,11,,,,B07C27G462,,,,,,B07C27G462,,,0,DEFAULT,Digital Delivery Prime,Inactive,3800
"K7 Total Security - 3 Users, 3 Years (Email Delivery in 2 hours - No CD) [license,registration_code]",,0417U00VJ0M,K7_EM_TS_3U_3Y,2425,0,2018-04-17 20:25:35 IST,,y,1,,,11,,,,B07C1RLF8J,,,,,,B07C1RLF8J,,,0,DEFAULT,Digital Delivery Prime,Inactive,8999
"K7 Total Security Latest Version 5 PC 1 Year 1 Key (Email Delivery in 2 Hours - No CD) [license,registration_code]",,0811UBTMAYJ,K7_EM_TS_5U_1Y,2190,0,2018-08-11 11:37:48 IST,,y,1,,,11,,,,B07G8F235V,,,,,,B07G8F235V,,,0,DEFAULT,Digital Delivery Prime,Inactive,4000
"Kaspersky VPN Secure Connection - 5 Devices, 1 Year (Code emailed in 2 Hours - No CD)",,0513XP1ECJI,KAS_VPN_5D_1Year,1499,0,2020-05-14 01:51:08 IST,,y,1,,,11,,,,B088GD41DY,,,,,,B088GD41DY,,,0,DEFAULT,Digital Delivery Prime,Inactive,1999
"Kaspersky Anti-Virus 2020 Latest Version - 1 PC, 3 Years (CodeEmailed in 2 hours - No CD)",,0615XZ90E4V,KAV_1U_1Y_2020,181,0,2020-06-15 21:14:12 IST,,y,1,,,11,,,,B08B1WY3T1,,,,,,B08B1WY3T1,,,0,DEFAULT,Digital Delivery Prime,Inactive,599
"Kaspersky Antivirus - 3 PCs, 1 Year (Single Key) (Code emailed in 2 Hours - No CD)",,0316XPAOO6C,KAV_3U_1Y,500,0,2020-03-16 18:47:17 IST,,y,1,,,11,,,,B07WCQN7FS,,,,,,B07WCQN7FS,,,0,DEFAULT,Digital Delivery Prime,Inactive,1500
"Kaspersky Anti-Virus 2020 Latest Version - 2 Users, 2 Years (Single Key) (Code Emailed in 2 hours - No CD)",,0615XZ9HYR2,KAV_3U_1Y_2020,500,0,2020-06-15 21:15:13 IST,,y,1,,,11,,,,B08B1Y6VJ2,,,,,,B08B1Y6VJ2,,,0,DEFAULT,Digital Delivery Prime,Inactive,1500
"Kaspersky Anti-Virus 2020 Latest Version - 3 PC, 1 Year (Code emailed in 2 Hours - No CD)",,0615XZ6JQZQ,KAV_3U_1Y_3m,600,0,2020-06-15 21:03:43 IST,,y,1,,,11,,,,B08B1RS45K,,,,,,B08B1RS45K,,,0,DEFAULT,Digital Delivery Prime,Inactive,1600
"Kaspersky internet Security Latest Version- Multi-Device- 5 PCs, 1 Year (Code emailed in 2 Hours - No CD)",,0224X9VF46D,KIS_ 5U_1Y,1405,0,2020-02-24 19:21:42 IST,,y,1,,,11,,,,B073VJYH6Z,,,,,,B073VJYH6Z,,,0,DEFAULT,Digital Delivery Prime,Inactive,1999
"Kaspersky Internet Security 2020 Latest Version - 3 PCs, 3 Years (Code Emailed in 2 hours - No CD)",,0615XZ97TB8,KIS_1U_1Y_2020,300,0,2020-06-15 21:05:42 IST,,y,1,,,11,,,,B08B1WYRH2,,,,,,B08B1WYRH2,,,0,DEFAULT,Digital Delivery Prime,Inactive,899
"Kaspersky Internet Security 2020 Latest Version - 2 Users, 2 Years (Single Key) (Code emailed in 2 Hours - No CD)",,0224X9VODQW,KIS_2U_2Y,999,0,2020-02-24 19:21:42 IST,,y,1,,,11,,,,B07CPZVCTY,,,,,,B07CPZVCTY,,,0,DEFAULT,Digital Delivery Prime,Inactive,2299
"Kaspersky Internet Security 2020 Latest Version - 2 Users, 1Year (Single Key) (Code Emailed in 2 hours - No CD)",,0615XZ7XI9A,KIS_3U_1Y_2020,925,0,2020-06-15 21:12:19 IST,,y,1,,,11,,,,B08B1WQ21S,,,,,,B08B1WQ21S,,,0,DEFAULT,Digital Delivery Prime,Inactive,2099
"Kaspersky Internet Security 2020 Latest Version - 3 PC, 1 Year(Code emailed in 2 Hours - No CD)",,0615XZ4YPK2,KIS_3U_1Y_3m,750,0,2020-06-15 21:00:58 IST,,y,1,,,11,,,,B08B1SR74T,,,,,,B08B1SR74T,,,0,DEFAULT,Digital Delivery Prime,Inactive,2299
"Kaspersky Internet Security 2020 Latest Version - 3 PCs, 3 Years (Code emailed in 2 Hours - No CD)",,0224X9UF2PR,KIS_3U_3Y,1949,0,2020-02-24 19:21:42 IST,,y,1,,,11,,,,B073VKKNNB,,,,,,B073VKKNNB,,,0,DEFAULT,Digital Delivery Prime,Inactive,2599
"Kaspersky Security Cloud - Personal South, 3 Device, 1 Account KPM, 1 Year - Download Pack (Code emailed in 2 Hours - No CD)",,0224X9VYIDF,KSC_3U_1Y,4999,0,2020-02-24 19:21:42 IST,,y,1,,,11,,,,B07H5G9B7R,,,,,,B07H5G9B7R,,,0,DEFAULT,Digital Delivery Prime,Inactive,4999
"Kaspersky Safe Kids - 1 User, 1 Year - Download Pack (Email Delivery in 2 Hours - No CD) [license,registration_code]",,0501XTBHYBN,KSF_1U_1Y,399,0,2020-05-01 18:35:38 IST,,y,1,,,11,,,,B07H5KLJ3W,,,,,,B07H5KLJ3W,,,0,DEFAULT,Digital Delivery Prime,Inactive,999
"Kaspersky Total Security 10-Device, 3-Account KPM, 1-Account KSK 1 year (Single Key) (Code emailed in 2 Hours - No CD)",,0224X9UL18R,KTS_10U_1Y,2799,0,2020-02-24 19:21:42 IST,,y,1,,,11,,,,B07HTQWN86,,,,,,B07HTQWN86,,,0,DEFAULT,Digital Delivery Prime,Inactive,9599
"Kaspersky Anti-Virus 2020 Latest Version - 3 PCs, 3 Years (CodeEmailed in 2 hours - No CD)",,0702X9XEWCD,KTS_1U_1Y_2020,500,0,2020-07-02 21:07:20 IST,,y,1,,,11,,,,B08B43W7QJ,,,,,,B08B43W7QJ,,,0,DEFAULT,Digital Delivery Prime,Inactive,999
"Kaspersky Internet Security 2020 Latest Version - 2 Users, 2Years (Single Key) (Code Emailed in 2 hours - No CD)",,0615XZ8KGNH,KTS_2U_1Y_2020,650,0,2020-06-15 21:04:49 IST,,y,1,,,11,,,,B08B1WSSQ4,,,,,,B08B1WSSQ4,,,0,DEFAULT,Digital Delivery Prime,Inactive,2999
